AirPressure,AirTemperature,AnchorageName,AuxiliaryBlowers,AverageSpeedGPS,AverageSpeedLog,BallastWater,BoilerExhaustTemperatureAfter,BoilerIsExhaustBypassActive,CargoMetricTons,ChartererSpeedOrder,ChiefEngineerName,Consumptions,Containers,Course,CurrentDirection,CurrentStrength,DistanceFromLastPort,DistanceToNextPort,DistanceTravelledSinceLastReport,DraftAFT,DraftFWD,DraftMid,EngineDriftingStoppageTime,EngineRoomAirPressure,EngineRoomAirTemperature,EngineRoomRelativeAirHumidity,EngineSlip,EstimatedTimeOfCargoCompletion,EstimatedTimeOfDepartureCurrentPort,FuelRackPosition,FuelRobs,Generators,ID,MasterName,OtherRobs,PerformanceCodes,Reefers,RelativeAirHumidity,RemainingDistanceToEOSP,RemainingTimeToEOSP,SailedDistanceGPS,SailedDistanceLog,ScavengingAirCoolingWaterTemperatureAfterCooler,ScavengingAirPressure,ScavengingAirTemperatureAfterCooler,SeaState,SeaStateDirection,SeaStateInMetres,ShaftGeneratorEnergyProducedInReportPeriod,ShaftGeneratorRunHoursInReportPeriod,SwellDirection,SwellStrength,TotalCylinderOilConsumption,TotalCylinderOilSpecificConsumption,TurboChargerRPMAft,TurboChargerRPMFore,TurboChargerRPMMid,VITSetting,WaterDepth,WaterTemperature,WindDirection,WindDirectionIsVariable,WindStrength,Boilers,CanalPassage,EtaEospNextPort,EtaNextPort,ExpectedSpeed,FirstPilotOnBoardTime,FromPortID,FromPortCode,Guid,IsDeleted,LastPilotAwayTime,LocalTime,MainEngines,Remark,ReportingPeriod,ReportTypeIDCode,ShaftGenerators,TimeZoneInfo,ToPortID,ToPortCode,TugsUsed,TugsUsedInMinutes,UtcTime,ValidationDate,VersionStamp,VesselID,VoyageNumber,SpecialVoyages,CIIConsumptions,IsBallastVoyage,NoCargoOperation,Engine.RPM,Engine.PowerAtShaft,Engine.PowerAtShaftRelative,Engine.RunningHours,Engine.Pitch,Engine.SpeedThroughWater,Engine.SpeedOverGround,Latitude.Minutes,Latitude.Degrees,Latitude.Direction,Load.Cargo,Load.EmptyFeuContainers,Load.EmptyTeuContainers,Load.FeuReefers,Load.FullFeuContainers,Load.FullTeuContainers,Load.TeuReefers,Load.CargoLoadedInReportingPeriod,Load.RemainingCargoToLoad,Load.CargoDischargedInReportingPeriod,Load.RemainingCargoToDischarge,Load.TotalTeuReefers,Longitude.Minutes,Longitude.Degrees,Longitude.Direction,MainEngineCylinderOil.AccFactor,MainEngineCylinderOil.Bdn,MainEngineCylinderOil.Consumption,MainEngineCylinderOil.SpecificConsumption,MainEngineSecondCylinderOil.AccFactor,MainEngineSecondCylinderOil.Bdn,MainEngineSecondCylinderOil.Consumption,MainEngineSecondCylinderOil.SpecificConsumption,Draft.BallastWater,Draft.Displacement,Draft.DraftAft,Draft.DraftFwd,Draft.DraftMid,Draft.Guid,Draft.Trim,Draft.WaterDensity,Draft.WaterDepth,AnchoringEndTime,AnchoringStartTime,DistanceEospToFwe,DistanceTravelledInIce,DistanceTravelledSinceLastPort,DraftAft,DraftFwd,EstimatedTimeOfDeparture,FinishedWithEngineTime,TimeSteamed,TimeTravelledInIce,WaterDensity,BendingMomentsInPercent,DischargedSludge,DistanceSteamed,DistanceToBosp,DistanceToNextBerth,DistanceToEospNextPort,EstimatedBunkersNextPort,EstimatedTimeOfArrival,IsMainEngineRunning,MetacentricHeight,ShearForcesInPercent,StandByEngineTime,TorsionMomentsInPercent,DraftNextPort.ExpectedDraftAft,DraftNextPort.ExpectedDraftFwd,DraftNextPort.ExpectedDraftMid,DistanceToEosp,SailedDistance,Draft,AirPressure_Z,AirTemperature_Z,Unnamed: 170,Unnamed: 171,Unnamed: 172,Unnamed: 173,Unnamed: 174,Unnamed: 175,Unnamed: 176,Unnamed: 177,Unnamed: 178,Consumptions_Parsed,Unnamed: 180,IsCombinatorMode,IsFuelChangeover,IsPositionWarningOverridden,IsShaftGeneratorRunning,IsSlowSteaming,IsTurboChargerCutOut,WindDirectionIsVariable.1,FuelRobs_Parsed,PCA_AirPressure,PCA_AirTemperature
0.599434272,-0.145203587,,"[{'Ampere': None, 'IDCode': 'AuxiliaryBlower3'}, {'Ampere': None, 'IDCode': 'AuxiliaryBlower1'}, {'Ampere': None, 'IDCode': 'AuxiliaryBlower2'}]",11.92,12.46,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 2.8, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 14.0}, {'Amount': 0.1, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'MGOLS', 'LowerCalorificValue': 42.46, 'Sulphur': 0.078, 'Temperature': 40.0, 'Viscosity': 2.0}, {'Amount': 0.0, 'ConsumptionTypeIDCode': 'MAINENGINE', 'FuelTypeIDCode': 'MGOLS', 'LowerCalorificValue': 0.0, 'Sulphur': 0.0, 'Temperature': 0.0, 'Viscosity': 0.0}, {'Amount': 23.9, 'ConsumptionTypeIDCode': 'MAINENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 14.0}, {'Amount': 0.0, 'ConsumptionTypeIDCode': 'MAINENGINE', 'FuelTypeIDCode': 'MGO', 'LowerCalorificValue': 0.0, 'Sulphur': 0.0, 'Temperature': 0.0, 'Viscosity': 0.0}]",0,166,296,1.3,1660,27,286,7.08,5.98,6.52,0,0.685876271,0.333819736,65,4.6,,,46,"[{'FuelOilTypeIDCode': 'MGO', 'Amount': 160.4}, {'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'HFO', 'Amount': 1320.9}, {'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}]","[{'AuxiliaryGeneratorID': 18, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': None, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '8c6f37f3-6e0d-461d-af57-0bf05dd12673', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': None, 'Position': 2, 'RunHours': 0.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 19, 'AverageEnergyProducedPerHour': 8.8, 'AverageEnergyProducedPerHourRelative': 0.01, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 210.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '8c6f37f3-6e0d-461d-af57-0bf05dd12673', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 20.0, 'Position': 3, 'RunHours': 24.0, 'RunningHoursCounterValue': None}]",17,"KIRDOGLO, Oleksiy","[{'Amount': 11.3, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}, {'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}, {'Amount': 11.46, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 27175.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}, {'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}, {'Amount': 220.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}]",['NORMAL'],0,65,,,286,299,36,0.7,36,4,69,,,,,,100,0,,7650,,,21,26,141,FALSE,5,[],,,2018-06-30T10:00:00,,,2615,Singapore - SGSIN,8c6f37f3-6e0d-461d-af57-0bf05dd12673,FALSE,,2018-06-30T12:00:00,"[{'AveragePowerAtShaft': 4320.0, 'AverageShaftRevolutionsPerMinute': 77.0, 'EnergyProducedCounterValue': None, 'EnergyProducedInReportPeriod': None, 'EngineID': 5, 'EventReportGuid': '8c6f37f3-6e0d-461d-af57-0bf05dd12673', 'FuelRackPosition': 46.0, 'Guid': '8c6f37f3-6e0d-461d-af57-0bf05dd12673', 'IsCombinatorMode': False, 'IsTurbochargerCleaned': False, 'Pitch': None, 'ShaftRevolutionsCounterValue': None, 'ShaftRevolutionsInReportingPeriod': None, 'Slip': 4.6, 'RunningHoursCounterValue': None, 'RunningTimeInReportingPeriod': None, 'VITSetting': None}]",,24,EOSPREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,,,2018-06-30T04:00:00,2018-06-30T08:02:09,220310800,5,56,[],[],,,77,4320,63.95,24,,0,0,54,19,0,0,,,,,,,,,,,,27.1,118,0,,,100,,,,,,25650,,7.08,5.98,6.52,8c6f37f3-6e0d-461d-af57-0bf05dd12673,,,21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.599434272,-0.145203587,,,,,,,,,,26.8,,0,0,0,0,0,0,0,1481.3,1.086882062,0.016258417
,,,,,,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 0.6, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 14.0}, {'Amount': 0.0, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'MGO', 'LowerCalorificValue': None, 'Sulphur': None, 'Temperature': None, 'Viscosity': None}, {'Amount': 0.0, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'MGOLS', 'LowerCalorificValue': None, 'Sulphur': None, 'Temperature': None, 'Viscosity': None}, {'Amount': 0.1, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 14.0}, {'Amount': 1.3, 'ConsumptionTypeIDCode': 'MAINENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 14.0}]",,,,,,,,,,6.52,,,,,,,,,"[{'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 160.4}, {'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'HFO', 'Amount': 1318.9}, {'FuelOilTypeIDCode': 'MGO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}]","[{'AuxiliaryGeneratorID': 18, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': None, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '1c013dae-cbff-4286-bba9-48abd3228759', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': None, 'Position': 2, 'RunHours': 0.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 19, 'AverageEnergyProducedPerHour': 125.0, 'AverageEnergyProducedPerHourRelative': 0.19, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 250.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '1c013dae-cbff-4286-bba9-48abd3228759', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 0.0, 'Position': 3, 'RunHours': 2.0, 'RunningHoursCounterValue': None}]",,,"[{'Amount': 27165.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}, {'Amount': 11460.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 23500.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}, {'Amount': 11.3, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}, {'Amount': 220.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}, {'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,[],,,,,,2615,Singapore - SGSIN,1c013dae-cbff-4286-bba9-48abd3228759,FALSE,,2018-06-30T13:55:00,[],VSL at B9 anchorage of Port Hedland.,1.916666667,ARRIVALREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,0,,2018-06-30T05:55:00,2018-06-30T08:03:45,220310931,5,56,[],[],,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25650,,7.08,5.98,6.52,1c013dae-cbff-4286-bba9-48abd3228759,,1.023,,,,14,,,7.08,5.98,2018-07-04T08:00:00,2018-06-30T13:55:00,1.917,,1.023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,0,0,0,0,0,0,0,1479.3,,
,,,[],,,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 1.7, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 10.5}, {'Amount': 3.4, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 134.0, 'Viscosity': 10.5}]",0,,0,,,,,7.08,5.98,6.52,22.08333333,,,,,,,,"[{'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 160.4}, {'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'HFO', 'Amount': 1313.8}, {'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGO', 'Amount': 0.0}]","[{'AuxiliaryGeneratorID': 19, 'AverageEnergyProducedPerHour': 17.9, 'AverageEnergyProducedPerHourRelative': 0.03, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 430.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': 'a4cf819d-2fa7-49ed-9c71-cfe265487c07', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 40.0, 'Position': 3, 'RunHours': 24.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 18, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 0.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': 'a4cf819d-2fa7-49ed-9c71-cfe265487c07', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 0.0, 'Position': 2, 'RunHours': 0.0, 'RunningHoursCounterValue': None}]",20,"KIRDOGLO, Oleksiy","[{'Amount': 27165.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}, {'Amount': 23500.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}, {'Amount': 11460.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 215.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}, {'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}, {'Amount': 11590.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}]",[],0,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,FALSE,0,[],,,2018-06-30T10:00:00,,,2163,Port Hedland - AUPHE,a4cf819d-2fa7-49ed-9c71-cfe265487c07,FALSE,,2018-07-01T12:00:00,[],VSL at B9 anchorage of Port Hedland,22.08333333,LAYUPREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,,,2018-07-01T04:00:00,2018-07-01T04:34:31,220312673,5,56,[],[],,,,,0,0,,0,0,6.5,20,1,0,,,,,,,,,,,,32.3,118,0,,,,,,,,,25650,,7.08,5.98,6.52,a4cf819d-2fa7-49ed-9c71-cfe265487c07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.1,,0,0,0,0,0,0,0,1474.2,,
,,,[],,,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 1.8, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 125.0, 'Viscosity': 14.4}, {'Amount': 2.7, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 125.0, 'Viscosity': 14.4}, {'Amount': 0.2, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'MGOLS', 'LowerCalorificValue': 42.46, 'Sulphur': 0.078, 'Temperature': 40.0, 'Viscosity': 4.0}]",0,,0,,,,,7.08,5.98,6.52,24,,,,,,,,"[{'FuelOilTypeIDCode': 'HFO', 'Amount': 1309.3}, {'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 160.2}, {'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}]","[{'AuxiliaryGeneratorID': 19, 'AverageEnergyProducedPerHour': 17.9, 'AverageEnergyProducedPerHourRelative': 0.03, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 430.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '12bf67b1-c661-4e3e-8965-b877541f6745', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 40.0, 'Position': 3, 'RunHours': 24.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 1, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': None, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '12bf67b1-c661-4e3e-8965-b877541f6745', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': None, 'Position': 1, 'RunHours': 0.0, 'RunningHoursCounterValue': None}]",23,"KIRDOGLO, Oleksiy","[{'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}, {'Amount': 11460.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 23500.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}, {'Amount': 212.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}, {'Amount': 11900.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}, {'Amount': 27165.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}]",[],0,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,FALSE,0,[],,,2018-06-30T10:00:00,,,2163,Port Hedland - AUPHE,12bf67b1-c661-4e3e-8965-b877541f6745,FALSE,,2018-07-02T12:00:00,[],,24,LAYUPREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,,,2018-07-02T04:00:00,2018-07-02T10:13:57,220312460,5,56,[],[],,,,,0,0,,0,0,6.5,20,1,0,,,,,,,,,,,,32.3,118,0,,,,,,,,,25650,,7.08,5.98,6.52,12bf67b1-c661-4e3e-8965-b877541f6745,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.7,,0,0,0,0,0,0,0,1469.5,,
,,,[],,,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 1.8, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 125.0, 'Viscosity': 13.9}, {'Amount': 2.6, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 125.0, 'Viscosity': 13.9}]",0,,0,,,,,7.08,5.98,6.52,24,,,,,,,,"[{'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'HFO', 'Amount': 1304.9}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 160.2}]","[{'AuxiliaryGeneratorID': 1, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': None, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '46f691b7-c3c9-411c-82c2-5143099a6e77', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': None, 'Position': 1, 'RunHours': 0.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 18, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': None, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': '46f691b7-c3c9-411c-82c2-5143099a6e77', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': None, 'Position': 2, 'RunHours': 0.0, 'RunningHoursCounterValue': None}]",29,"KIRDOGLO, Oleksiy","[{'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}, {'Amount': 11460.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 11900.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}, {'Amount': 27165.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}, {'Amount': 207.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}, {'Amount': 23500.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}]",[],0,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,FALSE,0,[],,,2018-06-30T10:00:00,,,2163,Port Hedland - AUPHE,46f691b7-c3c9-411c-82c2-5143099a6e77,FALSE,,2018-07-03T12:00:00,[],VSL at B9 anchorage of Port Hedland,24,LAYUPREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,,,2018-07-03T04:00:00,2018-07-03T04:20:40,220311568,5,56,[],[],,,,,0,0,,0,0,6.5,20,1,0,,,,,,,,,,,,32.5,118,0,,,,,,,,,25650,,7.08,5.98,6.52,46f691b7-c3c9-411c-82c2-5143099a6e77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.4,,0,0,0,0,0,0,0,1465.1,,
,,,[],,,25650,,FALSE,0,12,"Lojko, Marek","[{'Amount': 1.8, 'ConsumptionTypeIDCode': 'BOILER', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 126.0, 'Viscosity': 13.9}, {'Amount': 2.7, 'ConsumptionTypeIDCode': 'AUXENGINE', 'FuelTypeIDCode': 'HFO', 'LowerCalorificValue': 40.36, 'Sulphur': 2.5, 'Temperature': 126.0, 'Viscosity': 13.9}]",0,,0,,,,,7.08,5.98,6.52,24,,,,,,,,"[{'FuelOilTypeIDCode': 'LSFO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MDOLS', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MDO', 'Amount': 0.0}, {'FuelOilTypeIDCode': 'MGOLS', 'Amount': 160.2}, {'FuelOilTypeIDCode': 'HFO', 'Amount': 1300.4}]","[{'AuxiliaryGeneratorID': 18, 'AverageEnergyProducedPerHour': 17.9, 'AverageEnergyProducedPerHourRelative': 0.03, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 430.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': 'ccb920c1-ddd7-4af4-bcf8-53f8f21d1623', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 40.0, 'Position': 2, 'RunHours': 24.0, 'RunningHoursCounterValue': None}, {'AuxiliaryGeneratorID': 1, 'AverageEnergyProducedPerHour': 0.0, 'AverageEnergyProducedPerHourRelative': 0.0, 'AverageRunningLoad': None, 'EnergyProducedInReportingPeriod': 0.0, 'EngineMaker': 'DOOSAN ENGINE [MAN]', 'EngineManufacturer': None, 'EngineModel': 'L23/30H', 'EventReportGuid': 'ccb920c1-ddd7-4af4-bcf8-53f8f21d1623', 'GeneratorType': 'DieselGenerator', 'LubeOilConsumption': 0.0, 'Position': 1, 'RunHours': 0.0, 'RunningHoursCounterValue': None}]",31,"KIRDOGLO, Oleksiy","[{'Amount': 11460.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'BILGEWATER'}, {'Amount': 23500.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL'}, {'Amount': 0.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLOP'}, {'Amount': 11900.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'SLUDGE'}, {'Amount': 27165.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'CYLINDERLUBOIL2'}, {'Amount': 207.0, 'Bdn': None, 'Remark': '', 'RobTypeIDCode': 'FRESHWATER'}]",[],0,,,,,,,,,0,0,,,,,,0,0,,,,,,,0,FALSE,0,[],,,2018-06-30T10:00:00,,,2163,Port Hedland - AUPHE,ccb920c1-ddd7-4af4-bcf8-53f8f21d1623,FALSE,,2018-07-04T12:00:00,[],VSL at B9 anchorage of Port Hedland,24,LAYUPREPORT,[],UTC +08:00,2163,Port Hedland - AUPHE,,,2018-07-04T04:00:00,2018-07-04T04:16:07,220311235,5,56,[],[],,,,,0,0,,0,0,6.5,20,1,0,,,,,,,,,,,,32.5,118,0,,,,,,,,,25650,,7.08,5.98,6.52,ccb920c1-ddd7-4af4-bcf8-53f8f21d1623,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.5,,0,0,0,0,0,0,0,1460.6,,
